ID,CLASS,Assignment,Company,Address,City,state,zip,country,Gem SQ,Gem Solar,Unnamed: 11,Sq Ft,Industry,Sub Industry,Notes,Geocoded_address,X,Y,Operator,Utility,Est. deal size,Resiliency Need,Owner-occupied?,Unnamed: 24,Unnamed: 25
798,1,Yonah,RBC Bearings Incorporated,60 Round Hill Rd,Fairfield,CT,6824,,,,N,,Manufacturing,,,"60 Round Hill Rd, Fairfield, Connecticut, 06824",-73.2535,41.14658,ISO-NE,,Med,Extremely High,,,
799,1+,Julia,Realty Income Corporation,30 Forbes Rd,Dayville,CT,06241-1536,Windham,,,,"460,000",Distribution,,,"30 Forbes Rd, Dayville, Connecticut, 06241",-71.9088,41.85966,ISO-NE,,,,,,
800,1+,Julia,Realty Income Corporation,1 Extrusion Dr,Pawcatuck,CT,6379,New London,,,,"334,278",Manufacturing,,,"1 Extrusion Dr, Pawcatuck, Connecticut, 06379",-71.8648,41.36626,ISO-NE,,,,,,
801,CORE,Yonah,Regal Rexnord,105 N Rochester St,Lanark,IL,61046,United States,,,N,,Manufacturing,,,"105 N Rochester St, Lanark, Illinois, 61046",-89.8265,42.10611,PJM,Comed,Large,Low,Unclear,,
802,CORE,Yonah,Regal Rexnord,1750 S Lincoln Dr,Freeport,IL,61032,United States,,,N,"257,974",Industrial,,,"1750 Lincoln Dr, Freeport, Illinois, 61032",-89.5987,42.27736,PJM,Comed,Med,Low,No,,
803,CORE,Yonah,Regal Rexnord,449 Gardner St,South Beloit,IL,61080,United States,,,N,"115,263",Industrial,,,"449 Gardner St, South Beloit, Illinois, 61080",-89.034,42.49244,PJM,Comed,Med,Medium,Yes,,
804,CORE,Julia,"Reliance, Inc.",1115 E 5000 N Rd,Bourbonnais,IL,60914,United States,,,N,"300,000",Manufacturing,,,"1115 E 5000n Rd, Bourbonnais, Illinois, 60914",-87.8563,41.19191,PJM,Comed,Large,High,Yes,,
805,CORE,Julia,"Reliance, Inc.",1900 Mitchell Blvd,Schaumburg,IL,60193,United States,,,N,"257,974",Warehouse,,,"1900 Mitchell Boulevard, Schaumburg, Illinois, 60193",-88.0918,41.99306,PJM,Comed,Med,Low,Yes,,
806,CORE,Julia,"Reliance, Inc.",2116 Preston St,Rockford,IL,61102,United States,,,N,"574,776",Manufacturing,,,"2116 Preston St, Rockford, Illinois, 61102",-89.1224,42.27104,PJM,Comed,Large,Medium,Yes,,
807,CORE,Julia,"Reliance, Inc.",2521 State St,Chicago Heights,IL,60411,United States,,,N,"450,456",Manufacturing,,,"2521 State Street, Chicago Heights, Illinois, 60411",-87.6107,41.49205,PJM,Comed,Large,Low,Yes,,
808,CORE,Julia,"Reliance, Inc.",305 Peoples Ave,Rockford,IL,61104,United States,,,N,"186,872",Manufacturing,,,"305 Peoples Ave, Rockford, Illinois, 61104",-89.0903,42.24141,PJM,Comed,Large,Medium,Yes,,
809,CORE,Julia,"Reliance, Inc.",10 Tower Rd,Seekonk,MA,2771,United States,,,N,,Manufacturing,,,"10 Tower Road, Seekonk, Massachusetts, 02771",-71.3306,41.87783,ISO-NE,N'Grid,Med,Low,Yes,,
810,CORE,Julia,"Reliance, Inc.",189 Newell St,Southington,CT,6489,New Haven,,,Y,,Manufacturing,,,"189 Newell St, Southington, Connecticut, 06489",-72.8794,41.64435,ISO-NE,Eversource,Med,High,Yes,,
811,CORE,Julia,"Reliance, Inc.",45 Newell St,Southington,CT,6489,New Haven,,,N,"502,440",Manufacturing,,,"45 Newell St, Southington, Connecticut, 06489",-72.8772,41.64252,ISO-NE,Eversource,Large,High,Yes,,
812,1+,Yonah,Restaurant Depot,82 Boston Street,Everett,MA,2149,United States,,,,"81,000",Grocery Wholesale,,,"82 Boston Street, Everett, Massachusetts, 02149",-71.046,42.40046,ISO-NE,N'Grid,,,,,
813,1+,Julia,Reworld,100 Recovery Way,Haverhill,MA,1835,United States,,,,"170,000",Waste Management,,,"100 Recovery Way, Haverhill, Massachusetts, 01835",-71.1251,42.76598,ISO-NE,N'Grid,,,,,
814,CORE+,Yonah,Reyes Coca-Cola Bottling,4201 Canterfield Pkwy E,West Dundee,IL,60118,United States,,,Y,"258,988",Beverage Supplier,,Coca-Cola,"4201 Canterfield Pkwy E, West Dundee, Illinois, 60118",-88.2806,42.07531,PJM,Comed,,,,,
815,1+,Yonah,Reynolds Consumer Products,777 Wheeling Rd,Wheeling,IL,60090,United States,,,N,"452,179",Manufacturing,,,"777 Wheeling Road, Wheeling, Illinois, 60090",-87.9269,42.12627,PJM,Comed,,,,,
816,1+,Yonah,Rhino Capital Advisors LLC,23 Esquire Rd,North Billerica,MA,1862,United States,,,,"118,300",,,,"23 Esquire Road, North Billerica, Massachusetts, 01862",-71.3018,42.56198,ISO-NE,N'Grid,,,,3.58E+08,
817,1+,Julia,Rhoades Charles R,535 Migeon Ave,Torrington,CT,6790,Litchfield,,,,"225,000",Warehouse,,,"535 Migeon Ave, Torrington, Connecticut, 06790",-73.1345,41.81372,ISO-NE,,,,,,
818,1+,Yonah,Rhode Island Novelty,350 Commerce Dr,Fall River,MA,2720,United States,,,Y,,,,,"350 Commerce Drive, Fall River, Massachusetts, 02720",-71.1103,41.75596,ISO-NE,N'Grid,,,,,
819,1+,Julia,Richard Saker,2182 State Route 35,Holmdel,NJ,7733,United States,,,,"540,000",Manufacturing,,,"2182 State Route 35, Holmdel, New Jersey, 07733",-74.1627,40.41451,PJM,JCP&L,Multi,,,,
820,1+,Yonah,Richard Wolf Medical Instruments,353 Corporate Woods Pky,Vernon Hills,IL,60061-3110,United States,,,,"64,473",Manufacturing,,,"353 Corporate Woods Pkwy, Vernon Hills, Illinois, 60061",-87.954,42.21547,PJM,Comed,,,,,
821,1,Yonah,Risdon Corp,15 Old Newtown Rd,Danbury,CT,6810,,,,N,,Manufacturing,,,"15 Old Newtown Rd, Danbury, Connecticut, 06810",-73.4235,41.40605,ISO-NE,,Med,Extremely High,,,
822,1,Julia,Rizzo Corporation,55 Triangle St,Danbury,CT,6810,,,,N,,Manufacturing,,,"55 Triangle St, Danbury, Connecticut, 06810",-73.4364,41.39037,ISO-NE,,Med,Extremely High,,,
823,1,Yonah,RO Properties LLC,59 W Clay St,Waterbury,CT,6706,,,,N,,Manufacturing,,,"59 W Clay St, Waterbury, Connecticut, 06706",-73.0404,41.54948,ISO-NE,,Med,High,,,
824,1+,Julia,"Robert Martin Company, LLC",129 Worthington Ridge Rd,Berlin,CT,6037,Hartford,,,,"240,000",Distribution,,,"129 Worthington Rdg, Berlin, Connecticut, 06037",-72.7338,41.63786,ISO-NE,,,,,,
825,1+,Yonah,Robert W. Cooper,600 Airport Rd,Fall River,MA,2720,United States,,,,,,,,"600 Airport Road, Fall River, Massachusetts, 02720",-71.114,41.74756,ISO-NE,N'Grid,,,,,
826,1+,Julia,Rochelle Foods Inc,1001 S Main St,Rochelle,IL,61068,United States,,,N,"350,951",Food Manufacturing,,"Not great for solar, but looks like huge consumption","1001 S Main St, Rochelle, Illinois, 61068",-89.054,41.90858,PJM,Comed,,,,,
827,1+,Yonah,"Rochester Electronics, LLC",18 Malcolm Hoyt Dr,Newburyport,MA,1950,United States,,,,"101,400",Manufacturing,Electronics,,"18 Malcolm Hoyt Drive, Newburyport, Massachusetts, 01950",-70.8953,42.80667,ISO-NE,N'Grid,,,,1.49E+08,www.rocelec.com
828,1+,Julia,Rockefeller Group,85 Main St,Spotswood,NJ,8884,United States,,,,"654,640",Manufacturing,,,"85 Main St, Spotswood, New Jersey, 08884",-74.3782,40.40335,PJM,JCP&L,Multi,,,,
829,1+,Yonah,Rogers Corporation,1 Technology Dr,Rogers,CT,6263,Windham,,,,"506,000",Manufacturing,,,"1 Technology Dr, Dayville, Connecticut, 06241",-71.9126,41.84124,ISO-NE,,,,,,
830,1,Julia,"ROJA, LLC",141 North Ave,Bridgeport,CT,6606,,,,N,,Manufacturing,,,"141 North Ave, Bridgeport, Connecticut, 06606",-73.1908,41.20169,ISO-NE,,Med,Extremely High,,,
831,1+,Julia,Roofblok,60 Industrial Rowe,Gardner,MA,1440,United States,,,,,Manufacturing,Industrial Machinery & Equipment,,"60 Industrial Rowe, Gardner, Massachusetts, 01440",-72.0066,42.56202,ISO-NE,N'Grid,,,,33179284,www.roofblok.com
832,1,Yonah,"Rotair Industries, Inc.",964 Crescent Ave,Bridgeport,CT,6607,,,,N,,Manufacturing,,,"964 Crescent Ave, Bridgeport, Connecticut, 06607",-73.1685,41.18539,ISO-NE,,Med,Extremely High,,,
833,1+,Yonah,RPM INC.,100 Hoffman Pl,Hillside,NJ,7205,United States,,,,"550,000",Manufacturing,,,"100 Hoffman Pl, Hillside, New Jersey, 07205",-74.2372,40.70915,PJM,PSE&G,Multi,,,,
834,1+,Yonah,RRD,1750 Wallace Ave,St. Charles,IL,60174,United States,,,N,"287,938",Commercial Printer,,Next door to the other RRD facility,"1750 Wallace Ave, Saint Charles, Illinois, 60174",-88.2852,41.9106,PJM,Comed,,,,,
835,1+,Yonah,RRD,609 S Kirk Rd,Saint Charles,IL,60174,United States,,,N,"518,419",Commercial Printer,,Large portfolio of facilities across America,"609 S Kirk Rd, Saint Charles, Illinois, 60174",-88.2775,41.91091,PJM,Comed,,,,,
836,1+,Julia,Rts Packaging,545 W Lamont Rd,Elmhurst,IL,60126,United States,,,,"150,010",Manufacturing,,,"545 W Lamont Rd, Elmhurst, Illinois, 60126",-87.9599,41.92862,PJM,Comed,,,,,
837,CORE,Yonah,RTX,400 Main St,East Hartford,CT,6108,Hartford,,,N,"2,520,376",Industrial,,,"400 Main St, East Hartford, Connecticut, 06118",-72.6316,41.75131,ISO-NE,Eversource,Large,Extremely High,Yes,,
838,CORE,Yonah,RTX,250 Knotter Dr,Cheshire,CT,6410,New Haven,,,N,,Industrial,,,"250 Knotter Dr, Cheshire, Connecticut, 06410",-72.9179,41.55217,ISO-NE,Eversource,Large,High,Yes,,
839,CORE,Julia,RXO,115 Interstate Blvd,South Brunswick,NJ,8831,United States,,,PV,,Industrial,,,"115 Interstate Blvd, Monroe Township, New Jersey, 08831",-74.4507,40.3976,PJM,JCP&L,,,,,
840,CORE,Yonah,Ryder,1200 Orchard Gtwy,Aurora,IL,60506,United States,,,N,"300,000",Industrial,,,"1200 Orchard Rd, Aurora, Illinois, 60506",-88.3756,41.78253,PJM,Comed,Med,Low,No,,
841,CORE,Yonah,Ryder,2600 Internationale Pky,Woodridge,IL,60517,United States,,,N,"238,060",Industrial,,,"2600 Internationale Pkwy, Woodridge, Illinois, 60517",-88.0451,41.68859,PJM,Comed,0,Low,Unclear,,
842,CORE,Yonah,Ryder,2800 W Diehl Rd,Aurora,IL,60502,United States,,,N,"509,000",Industrial,,,"2800 Diehl Rd, Aurora, Illinois, 60502",-88.2447,41.79823,PJM,Comed,Med,Low,No,,
843,CORE,Yonah,Ryder,2885 W Diehl Rd,Naperville,IL,60563,United States,,,N,"509,000",Industrial,,,"2885 W Diehl Rd, Naperville, Illinois, 60563",-88.2281,41.79907,PJM,Comed,Med,Low,No,,
844,CORE,Yonah,Ryder,310 Overland Dr,North Aurora,IL,60542,United States,,,N,"543,638",Industrial,,,"310 Overland Dr, North Aurora, Illinois, 60542",-88.3325,41.79784,PJM,Comed,Large,Low,No,,
845,CORE,Yonah,Ryder,3451 S Chicago St,Joliet,IL,60436,United States,,,N,"199,209",Industrial,,,"3451 S Chicago St, Joliet, Illinois, 60436",-88.085,41.46216,PJM,Comed,Med,High,Yes,,
846,CORE,Yonah,Ryder,100-400 Nixon Ln,Edison,NJ,8837,United States,,,PV,,Industrial,,,"100 Nixon Ln, Edison, New Jersey, 08837",-74.3616,40.49728,PJM,PSE&G,,,,,
847,CORE,Yonah,Ryder,125 Castle Rd,Secaucus,NJ,7094,United States,,,PV,,Industrial,,,"125 Castle Rd, Secaucus, New Jersey, 07094",-74.0802,40.76908,PJM,PSE&G,,,,,
848,1+,Yonah,Saadia Group LLC,703 Bartley Chester Rd,Flanders,NJ,7836,United States,,,,"1,427,979",Distribution,,,"703 Bartley Chester Rd, Flanders, New Jersey, 07836",-74.7172,40.82173,PJM,JCP&L,Multi,,,,
849,CORE,Julia,Saddle Creek Logistics,2550 Logistics Dr,Elwood,IL,60421,United States,,,N,"1,114,575",Industrial,,,"2550 Logistics Dr, Elwood, Illinois, 60421",-88.1381,41.44427,PJM,Comed,Large,High,No,,
850,CORE,Julia,Saddle Creek Logistics,3351 Brandon Rd,Joliet,IL,60436,United States,,,N,"199,209",Industrial,,,"3351 Brandon Rd, Elwood, Illinois, 60421",-88.0991,41.47125,PJM,Comed,Large,High,No,,
851,CORE+,Julia,Saddle Creek Logistics,2550 Logistics Dr,Joliet,IL,60436,United States,,,N,"1,200,000",Logistics,,,"2550 Logistics Dr, Joliet, Illinois, 60436",-88.138,41.4424,PJM,Comed,,,,,
852,CORE,Julia,Saddle Creek Logistics,1500 John Galt Way,Florence,NJ,8518,United States,,,N,,Industrial,,,"1500 John Galt Way, Burlington, New Jersey, 08016",-74.8084,40.10844,PJM,PSE&G,,,,,
853,1+,Julia,"Safavieh, Inc.",111 Cokesbury Rd,Lebanon,NJ,8833,United States,,,,"750,377",Warehouse,,,"111 Cokesbury Rd, Lebanon, New Jersey, 08833",-74.8323,40.65081,PJM,JCP&L,Multi,,,,
854,1+,Yonah,Saga Realty,1300 Wheaton Ave,Millville,NJ,8332,United States,,,,"286,000",Warehouse,,,"1300 Wheaton Ave, Millville, New Jersey, 08332",-75.0332,39.40893,PJM,ACE,Multi,,,,
855,1+,Julia,"Saint Gobain Abrasives, Inc",9 Goddard Rd,Northborough,MA,1532,United States,,,,"147,000",Manufacturing,,Multi-building site,"9 Goddard Road, Northborough, Massachusetts, 01532",-71.6213,42.34371,ISO-NE,N'Grid,,,,2.31E+08,
856,1-,,Saint-Gobain Performance Plastics Corp.,407 East St,New Haven,CT,6511,,,,N,,Manufacturing,,,"407 East Street, New Haven, Connecticut, 06511",-72.9096,41.31008,ISO-NE,,Med,High,,,
857,1+,Yonah,"Salmanson Capital, LLC",14 Executive Dr,Danbury,CT,6810,Fairfield,,,,"279,236",Warehouse,,,"14 Executive Dr, Danbury, Connecticut, 06810",-73.4168,41.41453,ISO-NE,,,,,,
858,CORE,Yonah,Sam's Club,2521 S Route 130,Cinnaminson,NJ,8077,United States,,,N,,Grocery,,,"2521 Route 130 S, Cinnaminson, New Jersey, 08077",-74.9765,40.00602,PJM,PSE&G,,,,,
859,CORE,Yonah,Sam's Club,2000 Clements Bridge Rd,Deptford,NJ,8096,United States,,,N,,Grocery,,,"2000 Clements Bridge Rd, Woodbury, New Jersey, 08096",-75.0893,39.83784,PJM,PSE&G,,,,,
860,CORE,Yonah,Sam's Club,883 US Highway 1,Edison,NJ,8817,United States,,,N,,Grocery,,,"883 US Highway 1, Edison, New Jersey, 08817",-74.3757,40.51498,PJM,PSE&G,,,,,
861,CORE,Yonah,Sam's Club,1025 Black Horse Pike,Pleasantville,NJ,8232,United States,,,N,,Grocery,,,"1025 Black Horse Pike, Pleasantville, New Jersey, 08232",-74.5438,39.3952,PJM,ACE,,,,,
862,CORE,Yonah,Sam's Club,300 Park Pl,Secaucus,NJ,7094,United States,,,N,,Grocery,,,"300 Park Pl, Secaucus, New Jersey, 07094",-74.0442,40.79065,PJM,PSE&G,,,,,
863,CORE,Yonah,Sam's Club,2080 N Black Horse Pike,Sicklerville,NJ,8081,United States,,,N,,Grocery,,,"2080 N Black Horse Pike, Williamstown, New Jersey, 08094",-75.0218,39.71847,PJM,ACE,,,,,
864,CORE,Yonah,Sam's Club Tire & Battery Center,320 W Main St,Freehold,NJ,7728,United States,,,N,,Grocery,,,"320 W Main St, Freehold, New Jersey, 07728",-74.2923,40.24032,PJM,JCP&L,,,,,
865,CORE,Julia,Sanofi,74-80 New York Ave,Framingham,MA,1701,United States,,,N,,Industrial,,,"80 New York Avenue, Framingham, Massachusetts, 01701",-71.488,42.29991,ISO-NE,Eversource,Large,Low,No,,
866,CORE,Julia,Sanofi,11 Forbes Rd,Northborough,MA,1532,United States,,,N,"189,000",Industrial,,,"11 Forbes Road, Northborough, Massachusetts, 01532",-71.6296,42.35023,ISO-NE,N'Grid,Large,Medium,No,,
867,CORE,Julia,Sanofi,225 Second Ave,Waltham,MA,2451,United States,,,N,"69,000",Industrial,,Small but CORE,"225 Second Avenue, Waltham, Massachusetts, 02451",-71.2645,42.38968,ISO-NE,Eversource,Med,Low,No,,
868,CORE,Julia,Sanofi,1125 Pleasant View Ter,Ridgefield,NJ,7657,United States,,,N,,Industrial,,,"1125 Pleasantview Ter, Ridgefield, New Jersey, 07657",-74.0158,40.82725,PJM,PSE&G,,,,,
869,1,Yonah,Sargent Manufacturing Company,100 Sargent Dr,New Haven,CT,6511,,,,N,"322,750",Manufacturing,,,"100 Sargent Dr, New Haven, Connecticut, 06511",-72.9227,41.29082,ISO-NE,,Large,High,,,
870,1+,Julia,Scannell Properties,16 Bulge Rd,Devens,MA,1434,United States,,,,,,,,"16 Bulge Road, Devens, Massachusetts, 01434",-71.5992,42.53362,ISO-NE,N'Grid,,,,,
871,1+,Julia,Scannell Properties,360 Ellington Rd,South Windsor,CT,06074-4117,Hartford,,,,"421,152",Distribution,,,"360 Ellington Rd, South Windsor, Connecticut, 06074",-72.6075,41.80651,ISO-NE,,,,,,
872,1+,Julia,Scannell Properties,120 Countyline Dr,Cromwell,CT,06416-1186,Middlesex,,,,"403,000",Distribution,,,"120 Countyline Dr, Cromwell, Connecticut, 06416",-72.685,41.62942,ISO-NE,,,,,,
873,1,Julia,Schaeffler Group,200 Park Ave,Danbury,CT,6810,,,,N,"244,000",Manufacturing,,,"200 Park Ave, Danbury, Connecticut, 06810",-73.4721,41.38108,ISO-NE,,Large,Extremely High,,,
874,1+,Yonah,Schmolz Bickenbach USA Inc HQ,365 Village Dr,Carol Stream,IL,60188-1828,United States,,,,"101,774",Manufacturing,,,"365 Village Dr, Carol Stream, Illinois, 60188",-88.1184,41.91134,PJM,Comed,,,,,
875,1-,,Schneider Electric,38 Neponset Ave,Foxboro,MA,2035,United States,,,,,,,,"38 Neponset Avenue, Foxboro, Massachusetts, 02035",-71.2497,42.07261,ISO-NE,N'Grid,,,,,
876,1+,Julia,Schuman Cheese,2589 Technology Dr,Elgin,IL,60124,United States,,,N,"258,112",Dairy Manufacturing,,Potentially multi-tenant,"2589 Technology Dr, Elgin, Illinois, 60124",-88.3435,42.09086,PJM,Comed,,,,,
877,1+,Yonah,Scott's Miracle-Gro,24231 S Exchange Blvd,Channahon,IL,60410,United States,,,N,"1,281,000",Manufacturing,,,"S Exchange Blvd, Channahon, Illinois, 60410",-88.189,41.43582,PJM,Comed,,,,,
878,1,Yonah,Sdb Hldgs Llc,2 Great Pasture Rd,Danbury,CT,6810,,,,Y,,Manufacturing,,,"2 Great Pasture Rd, Danbury, Connecticut, 06810",-73.4252,41.38561,ISO-NE,,Med,Extremely High,,,
879,CORE,Yonah,SDR Distribution Services Inc.,1245 Forest Pky,West Deptford,NJ,8066,United States,,,N,,Industrial,,,"1245 Forest Pkwy, Paulsboro, New Jersey, 08066",-75.2094,39.829,PJM,PSE&G,,,,,
880,1+,Julia,Seagis Property Group LP,1665 Jersey Ave,North Brunswick,NJ,8902,United States,,,,"547,334",Warehouse,,,"1665 Jersey Ave, North Brunswick, New Jersey, 08902",-74.4867,40.45617,PJM,PSE&G,Multi,,,,
881,1+,Yonah,Selko Real Estate Ventures LLC,18 Craftsman Rd,East Windsor,CT,06088-9544,Hartford,,,,"279,256",Warehouse,,,"18 Craftsman Rd, East Windsor, Connecticut, 06088",-72.5916,41.91837,ISO-NE,,,,,,
882,1+,Yonah,Sencorp White Inc HQ,400 Kidds Hill Rd,Hyannis,MA,2601,United States,,,,,,,,"400 Kidd'S Hill Road, Hyannis, Massachusetts, 02601",-70.2976,41.67902,ISO-NE,Eversource,,,,,
883,1+,Julia,Senior Flexonics HQ,300 E Devon Ave,Bartlett,IL,60103-4608,United States,,,,"346,598",Manufacturing,,,"300 East Devon Avenue, Bartlett, Illinois, 60103",-88.1783,41.98768,PJM,Comed,,,,,
884,CORE,Julia,Shaw Industries,30 Sigle Ln,Dayton,NJ,8810,United States,,,N,,Industrial,,,"30 Sigle Ln, Dayton, New Jersey, 08810",-74.4852,40.37534,PJM,PSE&G,,,,,
885,CORE,Julia,ShopRite,272-276 US Highway 202/31,Flemington,NJ,8822,United States,,,N,,Grocery,,,"276 US Highway 202/31, Flemington, New Jersey, 08822",-74.8564,40.49842,PJM,JCP&L,,,,,
886,CORE,Julia,ShopRite,1500 Rt-35,Middletown,NJ,7748,United States,,,N,,Grocery,,,"1500 State Route 35, Middletown, New Jersey, 07748",-74.1259,40.40384,PJM,JCP&L,,,,,
887,1+,Yonah,Shorr Packaging Corp,4000 Ferry Rd,Aurora,IL,60502-9540,United States,,,,"242,732",Distribution,,,"4000 Ferry Rd, Aurora, Illinois, 60502",-88.2254,41.80791,PJM,Comed,,,,,
888,1+,Julia,SigmaTron International Inc HQ,2201 Landmeier Rd,Elk Grove Village,IL,60007-2620,United States,,,,"124,300",Manufacturing,,,"2201 Landmeier Road, Elk Grove Village, Illinois, 60007",-87.9486,42.00946,PJM,Comed,,,,,
889,1+,Yonah,Sikorsky,1201 South Ave,Bridgeport,CT,6604,,,,N,"150,000",Manufacturing,,,"1201 South Ave, Bridgeport, Connecticut, 06604",-73.2042,41.16247,ISO-NE,,,,,,
890,1+,Julia,Simsbury Town Of,606 Hopmeadow St,Simsbury,CT,6070,Hartford,,,,"355,238",Manufacturing,,,"606 Hopmeadow St, Simsbury, Connecticut, 06070",-72.8073,41.86571,ISO-NE,,,,,,
891,1+,Yonah,SkyREM,160 Corporate Ct,Meriden,CT,6450,New Haven,,,,"241,333",Distribution,,,"160 Corporate Ct, Meriden, Connecticut, 06450",-72.7617,41.51058,ISO-NE,,,,,,
892,1+,Julia,Skyworks,20 Sylvan Rd,Woburn,MA,1801,United States,,,,"137,000",Manufacturing,Electronics,,"20 Sylvan Road, Woburn, Massachusetts, 01801",-71.1645,42.49869,ISO-NE,Eversource,,,,1.04E+08,
893,1+,Yonah,Sloan Valve Company HQ,10500 Seymour Ave,Franklin Park,IL,60131-1212,United States,,,,"360,000",Manufacturing,,,"10500 Seymour Avenue, Franklin Park, Illinois, 60131",-87.8893,41.9508,PJM,Comed,,,,,
894,1+,Julia,SMC Ltd.,18 Independence Dr,Devens,MA,1434,United States,,,,,,,,"18 Independence Drive, Devens, Massachusetts, 01434",-71.5993,42.54698,ISO-NE,N'Grid,,,,1.00E+08,
895,1+,Yonah,Smith & Wesson HQ,2100 Roosevelt Ave,Springfield,MA,1104,United States,,,,,,,,"2100 Roosevelt Ave, Springfield, Massachusetts, 01104",-72.5509,42.13803,ISO-NE,Eversource,,,,,
896,1+,Julia,Smithfield Foods,410 S Kirk Rd,Saint Charles,IL,60174,United States,,,N,"330,491",Meat Processing,,Big warehouse in Mass,"410 S Kirk Rd, Saint Charles, Illinois, 60174",-88.2764,41.91619,PJM,Comed,,,,,
897,CORE,Julia,Smurfit Westrock,1405 Sequoia Dr,Aurora,IL,60506,United States,,,N,"275,442",Industrial,,,"1405 Sequoia Dr, Aurora, Illinois, 60506",-88.3517,41.79216,PJM,Comed,Med,Low,No,,
898,CORE,Julia,Smurfit Westrock,2251 Berens Dr,New Lenox,IL,60451,United States,,,N,"355,363",Industrial,,,"2251 Berens Dr, New Lenox, Illinois, 60451",-88.0093,41.48931,PJM,Comed,Med,High,No,,
899,CORE,Julia,Smurfit Westrock,2300 Internationale Pky,Woodridge,IL,60517,United States,,,N,"148,416",Industrial,,,"2300 Internationale Pkwy, Woodridge, Illinois, 60517",-88.0378,41.68838,PJM,Comed,Med,Low,No,,
900,CORE,Julia,Smurfit Westrock,2759 N Eola Rd,Aurora,IL,60502,United States,,,N,"509,000",Industrial,,,"2759 N Eola Rd, Aurora, Illinois, 60502",-88.2338,41.81302,PJM,Comed,0,Low,No,,
901,CORE,Julia,Smurfit Westrock,365 Crossing Rd,Bolingbrook,IL,60440,United States,,,N,"199,209",Industrial,,,"365 Crossings Rd, Bolingbrook, Illinois, 60440",-88.055,41.68902,PJM,Comed,Med,High,No,,
902,CORE,Julia,Smurfit Westrock,965 Muirfield Dr,Hanover Park,IL,60133,United States,,,N,"104,700",Industrial,,,"965 Muirfield Dr, Hanover Park, Illinois, 60133",-88.1259,41.98003,PJM,Comed,Med,Low,No,,
903,CORE,Julia,Smurfit Westrock,51 Independence Dr,Devens,MA,1434,United States,,,N,,Industrial,,,"51 Independence Drive, Devens, Massachusetts, 01434",-71.5958,42.54692,ISO-NE,N'Grid,Large,Low,Yes,,
904,1+,Yonah,Southern Glazer's Beverage Company,45 Commerce Way,Norton,MA,2766,United States,,,Y,"530,493",Alcoholic beverage wholesaler,,,"45 Commerce Way, Norton, Massachusetts, 02766",-71.1393,41.95695,,N'Grid,,,,,
905,1+,Yonah,SPG International Llc,1555 Il Route 75 E,Freeport,IL,61032,United States,,,N,"424,832",Metal Fabrication,,manufacturing and distribution facilities in North America,"1555 Il Route 75 E, Freeport, Illinois, 61032",-89.5851,42.30517,PJM,Comed,,,,,
906,1+,Julia,Spiros G Stamelos,28 Anawan St,Fall River,MA,2721,United States,,,,,,,,"28 Anawan Street, Fall River, Massachusetts, 02721",-71.1628,41.70273,ISO-NE,N'Grid,,,,,
907,1+,Yonah,"STAG Industrial, Inc.",55 Bristol Dr,South Easton,MA,2375,United States,,,,,,,,"55 Bristol Drive, South Easton, Massachusetts, 02375",-71.0736,42.04729,ISO-NE,N'Grid,,,,2.31E+08,
908,1+,Yonah,"STAG Industrial, Inc.",40 Pepes Farm Rd,Milford,CT,06460-3670,New Haven,,,Y,"200,000",Distribution,,,"40 Pepes Farm Rd, Milford, Connecticut, 06460",-73.0226,41.22909,ISO-NE,,,,,,
909,1+,Yonah,"STAG Industrial, Inc.",300 Montowese Avenue Ext,North Haven,CT,06473-3638,New Haven,,,,"528,997",Distribution,,,"300 Montowese Avenue Ext, North Haven, Connecticut, 06473",-72.8681,41.35073,ISO-NE,,,,,,
